CountryCode,SeriesCode,Description
LBR,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of Paris Club rescheduling agreement signed in 2008 and 2010, and HIPC and MDRI debt relief."
SRB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on Central Bank data.
VNM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
ZWE,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
SLB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
PRY,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
PNG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
MAR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
KEN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
FJI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
BTN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
ARG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS.
CMR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
GUY,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
TZA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
DOM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement signed in 2005.
ROM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
CHN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on creditors and market data. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
MYS,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
ZAF,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
ECU,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteeddebt data for 2013 are based on reports provided by the country. Short-term debt for 2013 is World Bank staff estimates based on Central Bank data.
MUS,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and short-term debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
IND,DT.DOD.PBND.CD,Long-term public and publicly guaranteed bonds include Foreign Institutional Investor debt as reported by the Bank of India.
CPV,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data are not available.
CRI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2013 are based on Central Bank data.
MNG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2013 are based on Central Bank data.
ZMB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
SLV,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
ALB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
LKA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
BFA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include HIPC and MDRI debt relief.
BOL,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.
MNE,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data (excluding bonds) only cover European Bank for Reconstruction and Development lending. Short-term debt for 2013 is based on data from the BIS.
TUN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data and short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
JOR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data and short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
BEN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
WSM,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. BIS short-term debt data for 2010, 2011, and 2013 are $2.1 billion, $2.5 billion, and $3.0 billion respectively."
VCT,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. BIS short-term debt data for 2010, 2011, and 2013 are $482 million, $393 million, and $361 million respectively."
AGO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
DMA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
UGA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.
VEN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on Central Bank data.
YEM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
TON,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
SYC,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
SWZ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
LSO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
NPL,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
SDN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
BWA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
GRD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
MOZ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include HIPC and MDRI debt relief.
STP,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include HIPC and MDRI debt relief.
KHM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include MDRI debt relief.
GMB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
ETH,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
CAF,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
MLI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
RWA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
NER,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
TCD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of HIPC debt relief.
MRT,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of MDRI debt relief.
GAB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt buyback agreement signed in 2007.
COG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
BDI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
TGO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
ZAR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
DJI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement signed in 2008.
AFG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreements signed in 2010 and HIPC and MDRI debt relief.
COM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreements signed in 2010 and the HIPC debt relief.
MWI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club rescheduling agreement signed in 2006 and HIPC and MDRI debt relief.
HTI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club restructuring agreements signed in 2006 and 2009 and HIPC and MDRI debt relief.
LCA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
SLE,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
IRN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is World Bank staff estimates. Fiscal year-end for external debt data is March.
THA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on the market data. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
AZE,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on the market data. Short-term debt for 2013 is based on data from the BIS.
LAO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates. Short-term debt for 2013 is based on data from the BIS.
KGZ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).  Short-term debt for 2013 is based on data from the National Statistical Committee of Kyrgyz Republic.
MDV,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2013 are World Bank staff estimates based on reports provided by the country.
TJK,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS. Data include MDRI debt relief.
CIV,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on reports provided by the country. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club agreement signed in 2011 and 2013 and HIPC and MDRI debt relief.
PER,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on the market data. Short-term debt for 2013 is based on data from the BIS. Data for 2007 include Bond prepayment and prepayment to Paris Club creditors.
BIH,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data from 2005 are World Bank staff estimates. Short-term debt for 2013 is based on data from the BIS.
BGR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data from 2008 are World Bank staff estimates based on reports provided by the country. The data may include long-term public and publicly guaranteed debt owed by the state-owned railway. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
ARM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data from 2011 are World Bank staff estimates. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
PAN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data only cover Bonds.  Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
GHA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data only cover bonds. Short-term debt for 20131 is based on data from the BIS. Data include the effects of MDRI debt relief.
PAK,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt for 2013 is based on Central Bank data. Short-term debt for 2013 is based on data from the BIS.
NGA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt only cover Bonds. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
LBN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt only cover Bonds. Short-term debt for 2013 is based on data from the BIS.
JAM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are based on reports provided by the country.Long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on the market data. Short-term debt for 2013 is based on data from the BIS.
TKM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data (excluding bonds) only cover European Bank for Reconstruction and Development lending. Short-term debt for 2013 is based on data from the BIS.
SOM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data and short-term debt data are not available.
SYR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
VUT,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
GNB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
GIN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement signed in 2010 and 2013 and HIPC and MDRI debt relief.
MMR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2013 are World Bank staff estimates. Fiscal year-end for external debt data is March.
GTM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data for 2013 are World Bank staff estimates based on reports provided by the country. Short-term debt for 2013 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
ERI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data from 2010 are World Bank staff estimates. Long-term private nonguaranteed debt data are not available. Short-term debt for 2013 is based on data from the BIS.
BGD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt for 2013 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2013 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
SEN,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2013 are based on reports provided by the country. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief."
PHL,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2013 are based on reports provided by the country. Long-term private nonguaranteed debt data no longer include unregistered debt and are revised from 2005 based on the reports provided by the country."
BIH,DT.DOD.DPPG.CD,Prior to 1999 data on long-term public and publicly guaranteed debt include only IBRD and IMF loans.
ARG,DT.DOD.DPNG.CD,Provincial debt for long-term private nonguaranteed debt data are World Bank staff estimates.
PAN,DT.DOD.DSTC.CD,Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. 
VCT,DT.DOD.DSTC.CD,Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. 
WSM,DT.DOD.DSTC.CD,Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. 
